month,currency,usd_per_currency,source
2003-11,IDR,0.0001200000,frankfurter.dev
2003-11,JPY,0.0091600000,frankfurter.dev
2003-11,KRW,0.0008400000,frankfurter.dev
2003-11,MYR,0.2632700000,frankfurter.dev
2003-11,THB,0.0250700000,frankfurter.dev
2003-11,TWD,0.0294000000,frankfurter.dev
2003-12,AED,0.2722900000,frankfurter.dev
2003-12,AUD,0.7382700000,frankfurter.dev
2003-12,CAD,0.7613700000,frankfurter.dev
2003-12,CNY,0.1208600000,frankfurter.dev
2003-12,CZK,0.0379500000,frankfurter.dev
2003-12,EUR,1.2275000000,frankfurter.dev
2003-12,GBP,1.7491000000,frankfurter.dev
2003-12,HKD,0.1289000000,frankfurter.dev
2003-12,IDR,0.0001200000,frankfurter.dev
2003-12,JPY,0.0092700000,frankfurter.dev
2003-12,KRW,0.0008400000,frankfurter.dev
2003-12,MYR,0.2631600000,frankfurter.dev
2003-12,THB,0.0251800000,frankfurter.dev
2003-12,TWD,0.0293900000,frankfurter.dev
2004-01,AED,0.2722900000,frankfurter.dev
2004-01,AUD,0.7697600000,frankfurter.dev
2004-01,CAD,0.7719500000,frankfurter.dev
2004-01,CNY,0.1209300000,frankfurter.dev
2004-01,CZK,0.0385900000,frankfurter.dev
2004-01,EUR,1.2614000000,frankfurter.dev
2004-01,GBP,1.8211000000,frankfurter.dev
2004-01,HKD,0.1289000000,frankfurter.dev
2004-01,IDR,0.0001200000,frankfurter.dev
2004-01,JPY,0.0094000000,frankfurter.dev
2004-01,KRW,0.0008400000,frankfurter.dev
2004-01,MYR,0.2631300000,frankfurter.dev
2004-01,THB,0.0255700000,frankfurter.dev
2004-01,TWD,0.0296400000,frankfurter.dev
2004-02,AED,0.2722900000,frankfurter.dev
2004-02,AUD,0.7772800000,frankfurter.dev
2004-02,CAD,0.7526500000,frankfurter.dev
2004-02,CNY,0.1207700000,frankfurter.dev
2004-02,CZK,0.0384800000,frankfurter.dev
2004-02,EUR,1.2644000000,frankfurter.dev
2004-02,GBP,1.8665000000,frankfurter.dev
2004-02,HKD,0.1286700000,frankfurter.dev
2004-02,IDR,0.0001200000,frankfurter.dev
2004-02,JPY,0.0093900000,frankfurter.dev
2004-02,KRW,0.0008600000,frankfurter.dev
2004-02,MYR,0.2630800000,frankfurter.dev
2004-02,THB,0.0255800000,frankfurter.dev
2004-02,TWD,0.0300500000,frankfurter.dev
2004-03,AED,0.2722900000,frankfurter.dev
2004-03,AUD,0.7496700000,frankfurter.dev
2004-03,CAD,0.7519200000,frankfurter.dev
2004-03,CNY,0.1208000000,frankfurter.dev
2004-03,CZK,0.0372900000,frankfurter.dev
2004-03,EUR,1.2269000000,frankfurter.dev
2004-03,GBP,1.8276000000,frankfurter.dev
2004-03,HKD,0.1283400000,frankfurter.dev
2004-03,IDR,0.0001200000,frankfurter.dev
2004-03,JPY,0.0092100000,frankfurter.dev
2004-03,KRW,0.0008600000,frankfurter.dev
2004-03,MYR,0.2630200000,frankfurter.dev
2004-03,THB,0.0253500000,frankfurter.dev
2004-03,TWD,0.0300400000,frankfurter.dev
2004-04,AED,0.2722900000,frankfurter.dev
2004-04,AUD,0.7443500000,frankfurter.dev
2004-04,CAD,0.7462900000,frankfurter.dev
2004-04,CNY,0.1208300000,frankfurter.dev
2004-04,CZK,0.0368700000,frankfurter.dev
2004-04,EUR,1.1996000000,frankfurter.dev
2004-04,GBP,1.8040000000,frankfurter.dev
2004-04,HKD,0.1281500000,frankfurter.dev
2004-04,IDR,0.0001200000,frankfurter.dev
2004-04,JPY,0.0093000000,frankfurter.dev
2004-04,KRW,0.0008700000,frankfurter.dev
2004-04,MYR,0.2630900000,frankfurter.dev
2004-04,THB,0.0253400000,frankfurter.dev
2004-04,TWD,0.0303100000,frankfurter.dev
2004-05,AED,0.2722900000,frankfurter.dev
2004-05,AUD,0.7049300000,frankfurter.dev
2004-05,CAD,0.7255200000,frankfurter.dev
2004-05,CNY,0.1208100000,frankfurter.dev
2004-05,CZK,0.0374700000,frankfurter.dev
2004-05,EUR,1.1986000000,frankfurter.dev
2004-05,GBP,1.7860000000,frankfurter.dev
2004-05,HKD,0.1282700000,frankfurter.dev
2004-05,IDR,0.0001100000,frankfurter.dev
2004-05,JPY,0.0089200000,frankfurter.dev
2004-05,KRW,0.0008500000,frankfurter.dev
2004-05,MYR,0.2630900000,frankfurter.dev
2004-05,THB,0.0246900000,frankfurter.dev
2004-05,TWD,0.0299300000,frankfurter.dev
2004-06,AED,0.2722900000,frankfurter.dev
2004-06,AUD,0.6945300000,frankfurter.dev
2004-06,CAD,0.7359300000,frankfurter.dev
2004-06,CNY,0.1207800000,frankfurter.dev
2004-06,CZK,0.0383700000,frankfurter.dev
2004-06,EUR,1.2142000000,frankfurter.dev
2004-06,GBP,1.8284000000,frankfurter.dev
2004-06,HKD,0.1282600000,frankfurter.dev
2004-06,IDR,0.0001100000,frankfurter.dev
2004-06,JPY,0.0091400000,frankfurter.dev
2004-06,KRW,0.0008600000,frankfurter.dev
2004-06,MYR,0.2630100000,frankfurter.dev
2004-06,THB,0.0245200000,frankfurter.dev
2004-06,TWD,0.0297800000,frankfurter.dev
2004-07,AED,0.2722900000,frankfurter.dev
2004-07,AUD,0.7160100000,frankfurter.dev
2004-07,CAD,0.7561500000,frankfurter.dev
2004-07,CNY,0.1208000000,frankfurter.dev
2004-07,CZK,0.0388300000,frankfurter.dev
2004-07,EUR,1.2271000000,frankfurter.dev
2004-07,GBP,1.8427000000,frankfurter.dev
2004-07,HKD,0.1281900000,frankfurter.dev
2004-07,IDR,0.0001100000,frankfurter.dev
2004-07,JPY,0.0091500000,frankfurter.dev
2004-07,KRW,0.0008600000,frankfurter.dev
2004-07,MYR,0.2630300000,frankfurter.dev
2004-07,THB,0.0244200000,frankfurter.dev
2004-07,TWD,0.0295800000,frankfurter.dev
2004-08,AED,0.2722900000,frankfurter.dev
2004-08,AUD,0.7104600000,frankfurter.dev
2004-08,CAD,0.7612400000,frankfurter.dev
2004-08,CNY,0.1208200000,frankfurter.dev
2004-08,CZK,0.0385000000,frankfurter.dev
2004-08,EUR,1.2184000000,frankfurter.dev
2004-08,GBP,1.8202000000,frankfurter.dev
2004-08,HKD,0.1282100000,frankfurter.dev
2004-08,IDR,0.0001100000,frankfurter.dev
2004-08,JPY,0.0090600000,frankfurter.dev
2004-08,KRW,0.0008600000,frankfurter.dev
2004-08,MYR,0.2631800000,frankfurter.dev
2004-08,THB,0.0241000000,frankfurter.dev
2004-08,TWD,0.0293900000,frankfurter.dev
2004-09,AED,0.2722900000,frankfurter.dev
2004-09,AUD,0.7016900000,frankfurter.dev
2004-09,CAD,0.7748200000,frankfurter.dev
2004-09,CNY,0.1208200000,frankfurter.dev
2004-09,CZK,0.0385900000,frankfurter.dev
2004-09,EUR,1.2220000000,frankfurter.dev
2004-09,GBP,1.7928000000,frankfurter.dev
2004-09,HKD,0.1282200000,frankfurter.dev
2004-09,IDR,0.0001100000,frankfurter.dev
2004-09,JPY,0.0090900000,frankfurter.dev
2004-09,KRW,0.0008700000,frankfurter.dev
2004-09,MYR,0.2631600000,frankfurter.dev
2004-09,THB,0.0241100000,frankfurter.dev
2004-09,TWD,0.0295200000,frankfurter.dev
2004-10,AED,0.2722900000,frankfurter.dev
2004-10,AUD,0.7323600000,frankfurter.dev
2004-10,CAD,0.8003500000,frankfurter.dev
2004-10,CNY,0.1208500000,frankfurter.dev
2004-10,CZK,0.0396200000,frankfurter.dev
2004-10,EUR,1.2488000000,frankfurter.dev
2004-10,GBP,1.8061000000,frankfurter.dev
2004-10,HKD,0.1284100000,frankfurter.dev
2004-10,IDR,0.0001100000,frankfurter.dev
2004-10,JPY,0.0091800000,frankfurter.dev
2004-10,KRW,0.0008700000,frankfurter.dev
2004-10,MYR,0.2632300000,frankfurter.dev
2004-10,THB,0.0242200000,frankfurter.dev
2004-10,TWD,0.0296100000,frankfurter.dev
2004-11,AED,0.2722900000,frankfurter.dev
2004-11,AUD,0.7696600000,frankfurter.dev
2004-11,CAD,0.8353100000,frankfurter.dev
2004-11,CNY,0.1208900000,frankfurter.dev
2004-11,CZK,0.0414300000,frankfurter.dev
2004-11,EUR,1.2984000000,frankfurter.dev
2004-11,GBP,1.8585000000,frankfurter.dev
2004-11,HKD,0.1286500000,frankfurter.dev
2004-11,IDR,0.0001100000,frankfurter.dev
2004-11,JPY,0.0095400000,frankfurter.dev
2004-11,KRW,0.0009200000,frankfurter.dev
2004-11,MYR,0.2633800000,frankfurter.dev
2004-11,THB,0.0247900000,frankfurter.dev
2004-11,TWD,0.0304500000,frankfurter.dev
2004-12,AED,0.2722900000,frankfurter.dev
2004-12,AUD,0.7678400000,frankfurter.dev
2004-12,CAD,0.8215100000,frankfurter.dev
2004-12,CNY,0.1208900000,frankfurter.dev
2004-12,CZK,0.0436800000,frankfurter.dev
2004-12,EUR,1.3400000000,frankfurter.dev
2004-12,GBP,1.9291000000,frankfurter.dev
2004-12,HKD,0.1287200000,frankfurter.dev
2004-12,IDR,0.0001100000,frankfurter.dev
2004-12,JPY,0.0096300000,frankfurter.dev
2004-12,KRW,0.0009500000,frankfurter.dev
2004-12,MYR,0.2632900000,frankfurter.dev
2004-12,THB,0.0255000000,frankfurter.dev
2004-12,TWD,0.0310500000,frankfurter.dev
2005-01,AED,0.2722900000,frankfurter.dev
2005-01,AUD,0.7654000000,frankfurter.dev
2005-01,CAD,0.8173500000,frankfurter.dev
2005-01,CNY,0.1208300000,frankfurter.dev
2005-01,CZK,0.0432800000,frankfurter.dev
2005-01,EUR,1.3128000000,frankfurter.dev
2005-01,GBP,1.8790000000,frankfurter.dev
2005-01,HKD,0.1282700000,frankfurter.dev
2005-01,IDR,0.0001100000,frankfurter.dev
2005-01,JPY,0.0096800000,frankfurter.dev
2005-01,KRW,0.0009600000,frankfurter.dev
2005-01,MYR,0.2631600000,frankfurter.dev
2005-01,THB,0.0257900000,frankfurter.dev
2005-01,TWD,0.0313000000,frankfurter.dev
2005-02,AED,0.2722900000,frankfurter.dev
2005-02,AUD,0.7807800000,frankfurter.dev
2005-02,CAD,0.8071900000,frankfurter.dev
2005-02,CNY,0.1208400000,frankfurter.dev
2005-02,CZK,0.0434100000,frankfurter.dev
2005-02,EUR,1.3017000000,frankfurter.dev
2005-02,GBP,1.8871000000,frankfurter.dev
2005-02,HKD,0.1282300000,frankfurter.dev
2005-02,IDR,0.0001100000,frankfurter.dev
2005-02,JPY,0.0095300000,frankfurter.dev
2005-02,KRW,0.0009800000,frankfurter.dev
2005-02,MYR,0.2632300000,frankfurter.dev
2005-02,THB,0.0260000000,frankfurter.dev
2005-02,TWD,0.0317000000,frankfurter.dev
2005-03,AED,0.2722900000,frankfurter.dev
2005-03,AUD,0.7853200000,frankfurter.dev
2005-03,CAD,0.8218300000,frankfurter.dev
2005-03,CNY,0.1208400000,frankfurter.dev
2005-03,CZK,0.0443100000,frankfurter.dev
2005-03,EUR,1.3201000000,frankfurter.dev
2005-03,GBP,1.9063000000,frankfurter.dev
2005-03,HKD,0.1282300000,frankfurter.dev
2005-03,IDR,0.0001100000,frankfurter.dev
2005-03,JPY,0.0095100000,frankfurter.dev
2005-03,KRW,0.0009900000,frankfurter.dev
2005-03,MYR,0.2631500000,frankfurter.dev
2005-03,THB,0.0259400000,frankfurter.dev
2005-03,TWD,0.0321000000,frankfurter.dev
2005-04,AED,0.2722900000,frankfurter.dev
2005-04,AUD,0.7729600000,frankfurter.dev
2005-04,CAD,0.8098000000,frankfurter.dev
2005-04,CNY,0.1207700000,frankfurter.dev
2005-04,CZK,0.0429600000,frankfurter.dev
2005-04,EUR,1.2941000000,frankfurter.dev
2005-04,GBP,1.8947000000,frankfurter.dev
2005-04,HKD,0.1283600000,frankfurter.dev
2005-04,IDR,0.0001000000,frankfurter.dev
2005-04,JPY,0.0093200000,frankfurter.dev
2005-04,KRW,0.0009900000,frankfurter.dev
2005-04,MYR,0.2630500000,frankfurter.dev
2005-04,THB,0.0253000000,frankfurter.dev
2005-04,TWD,0.0317700000,frankfurter.dev
2005-05,AED,0.2722900000,frankfurter.dev
2005-05,AUD,0.7664000000,frankfurter.dev
2005-05,CAD,0.7963100000,frankfurter.dev
2005-05,CNY,0.1208000000,frankfurter.dev
2005-05,CZK,0.0420100000,frankfurter.dev
2005-05,EUR,1.2699000000,frankfurter.dev
2005-05,GBP,1.8565000000,frankfurter.dev
2005-05,HKD,0.1282900000,frankfurter.dev
2005-05,IDR,0.0001100000,frankfurter.dev
2005-05,JPY,0.0093800000,frankfurter.dev
2005-05,KRW,0.0010000000,frankfurter.dev
2005-05,MYR,0.2631100000,frankfurter.dev
2005-05,THB,0.0251100000,frankfurter.dev
2005-05,TWD,0.0319400000,frankfurter.dev
2005-06,AED,0.2722900000,frankfurter.dev
2005-06,AUD,0.7664800000,frankfurter.dev
2005-06,CAD,0.8051200000,frankfurter.dev
2005-06,CNY,0.1207500000,frankfurter.dev
2005-06,CZK,0.0405000000,frankfurter.dev
2005-06,EUR,1.2169000000,frankfurter.dev
2005-06,GBP,1.8192000000,frankfurter.dev
2005-06,HKD,0.1284500000,frankfurter.dev
2005-06,IDR,0.0001000000,frankfurter.dev
2005-06,JPY,0.0092100000,frankfurter.dev
2005-06,KRW,0.0009900000,frankfurter.dev
2005-06,MYR,0.2631200000,frankfurter.dev
2005-06,THB,0.0244300000,frankfurter.dev
2005-06,TWD,0.0318700000,frankfurter.dev
2005-07,AED,0.2722900000,frankfurter.dev
2005-07,AUD,0.7525400000,frankfurter.dev
2005-07,CAD,0.8171600000,frankfurter.dev
2005-07,CNY,0.1215000000,frankfurter.dev
2005-07,CZK,0.0399100000,frankfurter.dev
2005-07,EUR,1.2043000000,frankfurter.dev
2005-07,GBP,1.7520000000,frankfurter.dev
2005-07,HKD,0.1285900000,frankfurter.dev
2005-07,IDR,0.0001000000,frankfurter.dev
2005-07,JPY,0.0089400000,frankfurter.dev
2005-07,KRW,0.0009600000,frankfurter.dev
2005-07,MYR,0.2640000000,frankfurter.dev
2005-07,THB,0.0239800000,frankfurter.dev
2005-07,TWD,0.0314100000,frankfurter.dev
2005-08,AED,0.2722900000,frankfurter.dev
2005-08,AUD,0.7615800000,frankfurter.dev
2005-08,CAD,0.8290200000,frankfurter.dev
2005-08,CNY,0.1234200000,frankfurter.dev
2005-08,CZK,0.0414400000,frankfurter.dev
2005-08,EUR,1.2292000000,frankfurter.dev
2005-08,GBP,1.7931000000,frankfurter.dev
2005-08,HKD,0.1287200000,frankfurter.dev
2005-08,IDR,0.0001000000,frankfurter.dev
2005-08,JPY,0.0090400000,frankfurter.dev
2005-08,KRW,0.0009800000,frankfurter.dev
2005-08,MYR,0.2660500000,frankfurter.dev
2005-08,THB,0.0242800000,frankfurter.dev
2005-08,TWD,0.0312200000,frankfurter.dev
2005-09,AED,0.2722900000,frankfurter.dev
2005-09,AUD,0.7652600000,frankfurter.dev
2005-09,CAD,0.8480600000,frankfurter.dev
2005-09,CNY,0.1236400000,frankfurter.dev
2005-09,CZK,0.0417900000,frankfurter.dev
2005-09,EUR,1.2259000000,frankfurter.dev
2005-09,GBP,1.8091000000,frankfurter.dev
2005-09,HKD,0.1288000000,frankfurter.dev
2005-09,IDR,0.0000980000,frankfurter.dev
2005-09,JPY,0.0090100000,frankfurter.dev
2005-09,KRW,0.0009700000,frankfurter.dev
2005-09,MYR,0.2652300000,frankfurter.dev
2005-09,THB,0.0243500000,frankfurter.dev
2005-09,TWD,0.0304400000,frankfurter.dev
2005-10,AED,0.2722900000,frankfurter.dev
2005-10,AUD,0.7542400000,frankfurter.dev
2005-10,CAD,0.8496200000,frankfurter.dev
2005-10,CNY,0.1236700000,frankfurter.dev
2005-10,CZK,0.0405000000,frankfurter.dev
2005-10,EUR,1.2022000000,frankfurter.dev
2005-10,GBP,1.7638000000,frankfurter.dev
2005-10,HKD,0.1288300000,frankfurter.dev
2005-10,IDR,0.0000990000,frankfurter.dev
2005-10,JPY,0.0087100000,frankfurter.dev
2005-10,KRW,0.0009600000,frankfurter.dev
2005-10,MYR,0.2648600000,frankfurter.dev
2005-10,THB,0.0244400000,frankfurter.dev
2005-10,TWD,0.0299000000,frankfurter.dev
2005-11,AED,0.2722900000,frankfurter.dev
2005-11,AUD,0.7355200000,frankfurter.dev
2005-11,CAD,0.8457100000,frankfurter.dev
2005-11,CNY,0.1236100000,frankfurter.dev
2005-11,CZK,0.0402800000,frankfurter.dev
2005-11,EUR,1.1793000000,frankfurter.dev
2005-11,GBP,1.7359000000,frankfurter.dev
2005-11,HKD,0.1288500000,frankfurter.dev
2005-11,IDR,0.0000990000,frankfurter.dev
2005-11,JPY,0.0084500000,frankfurter.dev
2005-11,KRW,0.0009600000,frankfurter.dev
2005-11,MYR,0.2643300000,frankfurter.dev
2005-11,THB,0.0243100000,frankfurter.dev
2005-11,TWD,0.0297600000,frankfurter.dev
2005-12,AED,0.2722900000,frankfurter.dev
2005-12,AUD,0.7421600000,frankfurter.dev
2005-12,CAD,0.8607600000,frankfurter.dev
2005-12,CNY,0.1237400000,frankfurter.dev
2005-12,CZK,0.0409200000,frankfurter.dev
2005-12,EUR,1.1858000000,frankfurter.dev
2005-12,GBP,1.7458000000,frankfurter.dev
2005-12,HKD,0.1289600000,frankfurter.dev
2005-12,IDR,0.0001000000,frankfurter.dev
2005-12,JPY,0.0084400000,frankfurter.dev
2005-12,KRW,0.0009800000,frankfurter.dev
2005-12,MYR,0.2646600000,frankfurter.dev
2005-12,THB,0.0243200000,frankfurter.dev
2005-12,TWD,0.0300300000,frankfurter.dev
2006-01,AED,0.2722900000,frankfurter.dev
2006-01,AUD,0.7493700000,frankfurter.dev
2006-01,CAD,0.8631600000,frankfurter.dev
2006-01,CNY,0.1239500000,frankfurter.dev
2006-01,CZK,0.0421500000,frankfurter.dev
2006-01,EUR,1.2112000000,frankfurter.dev
2006-01,GBP,1.7649000000,frankfurter.dev
2006-01,HKD,0.1289900000,frankfurter.dev
2006-01,IDR,0.0001100000,frankfurter.dev
2006-01,JPY,0.0086600000,frankfurter.dev
2006-01,KRW,0.0010200000,frankfurter.dev
2006-01,MYR,0.2665400000,frankfurter.dev
2006-01,THB,0.0252300000,frankfurter.dev
2006-01,TWD,0.0311000000,frankfurter.dev
2006-02,AED,0.2722900000,frankfurter.dev
2006-02,AUD,0.7415900000,frankfurter.dev
2006-02,CAD,0.8699500000,frankfurter.dev
2006-02,CNY,0.1241600000,frankfurter.dev
2006-02,CZK,0.0420800000,frankfurter.dev
2006-02,EUR,1.1947000000,frankfurter.dev
2006-02,GBP,1.7483000000,frankfurter.dev
2006-02,HKD,0.1288200000,frankfurter.dev
2006-02,IDR,0.0001100000,frankfurter.dev
2006-02,JPY,0.0084800000,frankfurter.dev
2006-02,KRW,0.0010300000,frankfurter.dev
2006-02,MYR,0.2682400000,frankfurter.dev
2006-02,THB,0.0253900000,frankfurter.dev
2006-02,TWD,0.0309700000,frankfurter.dev
2006-03,AED,0.2722900000,frankfurter.dev
2006-03,AUD,0.7275100000,frankfurter.dev
2006-03,CAD,0.8645500000,frankfurter.dev
2006-03,CNY,0.1244900000,frankfurter.dev
2006-03,CZK,0.0419900000,frankfurter.dev
2006-03,EUR,1.2022000000,frankfurter.dev
2006-03,GBP,1.7444000000,frankfurter.dev
2006-03,HKD,0.1289300000,frankfurter.dev
2006-03,IDR,0.0001100000,frankfurter.dev
2006-03,JPY,0.0085300000,frankfurter.dev
2006-03,KRW,0.0010300000,frankfurter.dev
2006-03,MYR,0.2700300000,frankfurter.dev
2006-03,THB,0.0256700000,frankfurter.dev
2006-03,TWD,0.0308300000,frankfurter.dev
2006-04,AED,0.2722900000,frankfurter.dev
2006-04,AUD,0.7351800000,frankfurter.dev
2006-04,CAD,0.8727000000,frankfurter.dev
2006-04,CNY,0.1247400000,frankfurter.dev
2006-04,CZK,0.0430100000,frankfurter.dev
2006-04,EUR,1.2262000000,frankfurter.dev
2006-04,GBP,1.7652000000,frankfurter.dev
2006-04,HKD,0.1289300000,frankfurter.dev
2006-04,IDR,0.0001100000,frankfurter.dev
2006-04,JPY,0.0085400000,frankfurter.dev
2006-04,KRW,0.0010500000,frankfurter.dev
2006-04,MYR,0.2731000000,frankfurter.dev
2006-04,THB,0.0263100000,frankfurter.dev
2006-04,TWD,0.0309600000,frankfurter.dev
2006-05,AED,0.2722900000,frankfurter.dev
2006-05,AUD,0.7623600000,frankfurter.dev
2006-05,CAD,0.9004100000,frankfurter.dev
2006-05,CNY,0.1247600000,frankfurter.dev
2006-05,CZK,0.0450900000,frankfurter.dev
2006-05,EUR,1.2760000000,frankfurter.dev
2006-05,GBP,1.8676000000,frankfurter.dev
2006-05,HKD,0.1287600000,frankfurter.dev
2006-05,IDR,0.0001100000,frankfurter.dev
2006-05,JPY,0.0089400000,frankfurter.dev
2006-05,KRW,0.0010600000,frankfurter.dev
2006-05,MYR,0.2768800000,frankfurter.dev
2006-05,THB,0.0263600000,frankfurter.dev
2006-05,TWD,0.0314400000,frankfurter.dev
2006-06,AED,0.2722900000,frankfurter.dev
2006-06,AUD,0.7393500000,frankfurter.dev
2006-06,CAD,0.8979100000,frankfurter.dev
2006-06,CNY,0.1249000000,frankfurter.dev
2006-06,CZK,0.0446600000,frankfurter.dev
2006-06,EUR,1.2657000000,frankfurter.dev
2006-06,GBP,1.8439000000,frankfurter.dev
2006-06,HKD,0.1285300000,frankfurter.dev
2006-06,IDR,0.0001100000,frankfurter.dev
2006-06,JPY,0.0087200000,frankfurter.dev
2006-06,KRW,0.0010500000,frankfurter.dev
2006-06,MYR,0.2729600000,frankfurter.dev
2006-06,THB,0.0260800000,frankfurter.dev
2006-06,TWD,0.0308800000,frankfurter.dev
2006-07,AED,0.2722900000,frankfurter.dev
2006-07,AUD,0.7504400000,frankfurter.dev
2006-07,CAD,0.8863400000,frankfurter.dev
2006-07,CNY,0.1251500000,frankfurter.dev
2006-07,CZK,0.0445900000,frankfurter.dev
2006-07,EUR,1.2683000000,frankfurter.dev
2006-07,GBP,1.8439000000,frankfurter.dev
2006-07,HKD,0.1283500000,frankfurter.dev
2006-07,IDR,0.0001100000,frankfurter.dev
2006-07,JPY,0.0086400000,frankfurter.dev
2006-07,KRW,0.0010500000,frankfurter.dev
2006-07,MYR,0.2726800000,frankfurter.dev
2006-07,THB,0.0263200000,frankfurter.dev
2006-07,TWD,0.0307100000,frankfurter.dev
2006-08,AED,0.2722900000,frankfurter.dev
2006-08,AUD,0.7631000000,frankfurter.dev
2006-08,CAD,0.8928200000,frankfurter.dev
2006-08,CNY,0.1253500000,frankfurter.dev
2006-08,CZK,0.0454200000,frankfurter.dev
2006-08,EUR,1.2811000000,frankfurter.dev
2006-08,GBP,1.8922000000,frankfurter.dev
2006-08,HKD,0.1286300000,frankfurter.dev
2006-08,IDR,0.0001100000,frankfurter.dev
2006-08,JPY,0.0086300000,frankfurter.dev
2006-08,KRW,0.0010400000,frankfurter.dev
2006-08,MYR,0.2723900000,frankfurter.dev
2006-08,THB,0.0265900000,frankfurter.dev
2006-08,TWD,0.0305500000,frankfurter.dev
2006-09,AED,0.2722900000,frankfurter.dev
2006-09,AUD,0.7562900000,frankfurter.dev
2006-09,CAD,0.8963600000,frankfurter.dev
2006-09,CNY,0.1260100000,frankfurter.dev
2006-09,CZK,0.0448700000,frankfurter.dev
2006-09,EUR,1.2737000000,frankfurter.dev
2006-09,GBP,1.8867000000,frankfurter.dev
2006-09,HKD,0.1284900000,frankfurter.dev
2006-09,IDR,0.0001100000,frankfurter.dev
2006-09,JPY,0.0085400000,frankfurter.dev
2006-09,KRW,0.0010500000,frankfurter.dev
2006-09,MYR,0.2723800000,frankfurter.dev
2006-09,THB,0.0267100000,frankfurter.dev
2006-09,TWD,0.0303900000,frankfurter.dev
2006-10,AED,0.2722900000,frankfurter.dev
2006-10,AUD,0.7533700000,frankfurter.dev
2006-10,CAD,0.8863500000,frankfurter.dev
2006-10,CNY,0.1265300000,frankfurter.dev
2006-10,CZK,0.0446000000,frankfurter.dev
2006-10,EUR,1.2617000000,frankfurter.dev
2006-10,GBP,1.8750000000,frankfurter.dev
2006-10,HKD,0.1283800000,frankfurter.dev
2006-10,IDR,0.0001100000,frankfurter.dev
2006-10,JPY,0.0084300000,frankfurter.dev
2006-10,KRW,0.0010500000,frankfurter.dev
2006-10,MYR,0.2719000000,frankfurter.dev
2006-10,THB,0.0268100000,frankfurter.dev
2006-10,TWD,0.0301600000,frankfurter.dev
2006-11,AED,0.2722900000,frankfurter.dev
2006-11,AUD,0.7708100000,frankfurter.dev
2006-11,CAD,0.8804500000,frankfurter.dev
2006-11,CNY,0.1271500000,frankfurter.dev
2006-11,CZK,0.0459800000,frankfurter.dev
2006-11,EUR,1.2872000000,frankfurter.dev
2006-11,GBP,1.9107000000,frankfurter.dev
2006-11,HKD,0.1281900000,frankfurter.dev
2006-11,IDR,0.0001100000,frankfurter.dev
2006-11,JPY,0.0085100000,frankfurter.dev
2006-11,KRW,0.0010700000,frankfurter.dev
2006-11,MYR,0.2745000000,frankfurter.dev
2006-11,THB,0.0273600000,frankfurter.dev
2006-11,TWD,0.0304700000,frankfurter.dev
2006-12,AED,0.2722900000,frankfurter.dev
2006-12,AUD,0.7848400000,frankfurter.dev
2006-12,CAD,0.8681800000,frankfurter.dev
2006-12,CNY,0.1277800000,frankfurter.dev
2006-12,CZK,0.0475600000,frankfurter.dev
2006-12,EUR,1.3204000000,frankfurter.dev
2006-12,GBP,1.9636000000,frankfurter.dev
2006-12,HKD,0.1283800000,frankfurter.dev
2006-12,IDR,0.0001100000,frankfurter.dev
2006-12,JPY,0.0085200000,frankfurter.dev
2006-12,KRW,0.0010800000,frankfurter.dev
2006-12,MYR,0.2815600000,frankfurter.dev
2006-12,THB,0.0279400000,frankfurter.dev
2006-12,TWD,0.0307900000,frankfurter.dev
2007-01,AED,0.2722900000,frankfurter.dev
2007-01,AUD,0.7806300000,frankfurter.dev
2007-01,CAD,0.8508500000,frankfurter.dev
2007-01,CNY,0.1283400000,frankfurter.dev
2007-01,CZK,0.0466400000,frankfurter.dev
2007-01,EUR,1.2991000000,frankfurter.dev
2007-01,GBP,1.9591000000,frankfurter.dev
2007-01,HKD,0.1279800000,frankfurter.dev
2007-01,IDR,0.0001100000,frankfurter.dev
2007-01,JPY,0.0083000000,frankfurter.dev
2007-01,KRW,0.0010700000,frankfurter.dev
2007-01,MYR,0.2849600000,frankfurter.dev
2007-01,THB,0.0280700000,frankfurter.dev
2007-01,TWD,0.0305900000,frankfurter.dev
2007-02,AED,0.2722900000,frankfurter.dev
2007-02,AUD,0.7810800000,frankfurter.dev
2007-02,CAD,0.8536400000,frankfurter.dev
2007-02,CNY,0.1289800000,frankfurter.dev
2007-02,CZK,0.0462900000,frankfurter.dev
2007-02,EUR,1.3066000000,frankfurter.dev
2007-02,GBP,1.9579000000,frankfurter.dev
2007-02,HKD,0.1277500000,frankfurter.dev
2007-02,IDR,0.0001100000,frankfurter.dev
2007-02,JPY,0.0082800000,frankfurter.dev
2007-02,KRW,0.0010700000,frankfurter.dev
2007-02,MYR,0.2859900000,frankfurter.dev
2007-02,THB,0.0287100000,frankfurter.dev
2007-02,TWD,0.0303800000,frankfurter.dev
2007-03,AED,0.2722900000,frankfurter.dev
2007-03,AUD,0.7913000000,frankfurter.dev
2007-03,CAD,0.8555100000,frankfurter.dev
2007-03,CNY,0.1292300000,frankfurter.dev
2007-03,CZK,0.0471900000,frankfurter.dev
2007-03,EUR,1.3235000000,frankfurter.dev
2007-03,GBP,1.9469000000,frankfurter.dev
2007-03,HKD,0.1277500000,frankfurter.dev
2007-03,IDR,0.0001100000,frankfurter.dev
2007-03,JPY,0.0085200000,frankfurter.dev
